structure,type,seas_adj,date,value
ks_i22_price_exp_q,index,csa,1980-01-01,112.78278614786
ks_i22_price_exp_q,index,csa,1980-04-01,113.621442243709
ks_i22_price_exp_q,index,csa,1980-07-01,104.994380940105
ks_i22_price_exp_q,index,csa,1980-10-01,115.75089746611
ks_i22_price_exp_q,index,csa,1981-01-01,129.132245263399
ks_i22_price_exp_q,index,csa,1981-04-01,129.936560660839
ks_i22_price_exp_q,index,csa,1981-07-01,141.467101932476
ks_i22_price_exp_q,index,csa,1981-10-01,126.060606340739
ks_i22_price_exp_q,index,csa,1982-01-01,112.24642465533
ks_i22_price_exp_q,index,csa,1982-04-01,106.554518207542
ks_i22_price_exp_q,index,csa,1982-07-01,122.953177242483
ks_i22_price_exp_q,index,csa,1982-10-01,106.89371611034
ks_i22_price_exp_q,index,csa,1983-01-01,87.6664454592171
ks_i22_price_exp_q,index,csa,1983-04-01,91.0791730612963
ks_i22_price_exp_q,index,csa,1983-07-01,116.385678508341
ks_i22_price_exp_q,index,csa,1983-10-01,100.454213280689
ks_i22_price_exp_q,index,csa,1984-01-01,105.930779397889
ks_i22_price_exp_q,index,csa,1984-04-01,109.94785330719
ks_i22_price_exp_q,index,csa,1984-07-01,106.326493471237
ks_i22_price_exp_q,index,csa,1984-10-01,108.668318159876
ks_i22_price_exp_q,index,csa,1985-01-01,115.250402713186
ks_i22_price_exp_q,index,csa,1985-04-01,120.976800401393
ks_i22_price_exp_q,index,csa,1985-07-01,108.265163347962
ks_i22_price_exp_q,index,csa,1985-10-01,103.929089051969
ks_i22_price_exp_q,index,csa,1986-01-01,111.965323649456
ks_i22_price_exp_q,index,csa,1986-04-01,110.273597316885
ks_i22_price_exp_q,index,csa,1986-07-01,102.812344266196
ks_i22_price_exp_q,index,csa,1986-10-01,91.8333944894664
ks_i22_price_exp_q,index,csa,1987-01-01,88.39117431996
ks_i22_price_exp_q,index,csa,1987-04-01,85.7984812528576
ks_i22_price_exp_q,index,csa,1987-07-01,98.2449011888949
ks_i22_price_exp_q,index,csa,1987-10-01,100.407161756098
ks_i22_price_exp_q,index,csa,1988-01-01,104.341457444748
ks_i22_price_exp_q,index,csa,1988-04-01,106.351797790308
ks_i22_price_exp_q,index,csa,1988-07-01,102.03150487926101
ks_i22_price_exp_q,index,csa,1988-10-01,100.731220095312
ks_i22_price_exp_q,index,csa,1989-01-01,117.985104514215
ks_i22_price_exp_q,index,csa,1989-04-01,125.043465709727
ks_i22_price_exp_q,index,csa,1989-07-01,119.626224099095
ks_i22_price_exp_q,index,csa,1989-10-01,124.223982148621
ks_i22_price_exp_q,index,csa,1990-01-01,152.32344234369901
ks_i22_price_exp_q,index,csa,1990-04-01,131.6091285739
ks_i22_price_exp_q,index,csa,1990-07-01,118.60836594643
ks_i22_price_exp_q,index,csa,1990-10-01,146.53278403173
ks_i22_price_exp_q,index,csa,1991-01-01,142.039313196547
ks_i22_price_exp_q,index,csa,1991-04-01,114.699577212313
ks_i22_price_exp_q,index,csa,1991-07-01,121.289604618538
ks_i22_price_exp_q,index,csa,1991-10-01,125.103221969006
ks_i22_price_exp_q,index,csa,1992-01-01,120.636914450652
ks_i22_price_exp_q,index,csa,1992-04-01,107.827965590407
ks_i22_price_exp_q,index,csa,1992-07-01,114.502578784658
ks_i22_price_exp_q,index,csa,1992-10-01,88.0569515990829
ks_i22_price_exp_q,index,csa,1993-01-01,92.0653710637004
ks_i22_price_exp_q,index,csa,1993-04-01,77.0771792027735
ks_i22_price_exp_q,index,csa,1993-07-01,74.2057525965278
ks_i22_price_exp_q,index,csa,1993-10-01,57.0743245855623
ks_i22_price_exp_q,index,csa,1994-01-01,68.4186445480518
ks_i22_price_exp_q,index,csa,1994-04-01,69.2453264259825
ks_i22_price_exp_q,index,csa,1994-07-01,79.0765185347868
ks_i22_price_exp_q,index,csa,1994-10-01,110.396022104571
ks_i22_price_exp_q,index,csa,1995-01-01,140.663214917855
ks_i22_price_exp_q,index,csa,1995-04-01,84.7643076565509
ks_i22_price_exp_q,index,csa,1995-07-01,73.9352547596188
ks_i22_price_exp_q,index,csa,1995-10-01,68.5548250135146
ks_i22_price_exp_q,index,csa,1996-01-01,66.7131880104683
ks_i22_price_exp_q,index,csa,1996-04-01,62.7670899581917
ks_i22_price_exp_q,index,csa,1996-07-01,54.1631000981223
ks_i22_price_exp_q,index,csa,1996-10-01,45.4167524547424
ks_i22_price_exp_q,index,csa,1997-01-01,36.0027283296024
ks_i22_price_exp_q,index,csa,1997-04-01,40.2077237078576
ks_i22_price_exp_q,index,csa,1997-07-01,39.767465632669
ks_i22_price_exp_q,index,csa,1997-10-01,49.223213253784
ks_i22_price_exp_q,index,csa,1998-01-01,44.317055615679
ks_i22_price_exp_q,index,csa,1998-04-01,52.4555725098572
ks_i22_price_exp_q,index,csa,1998-07-01,48.8706372353289
ks_i22_price_exp_q,index,csa,1998-10-01,50.648687447843
ks_i22_price_exp_q,index,csa,1999-01-01,58.9963980001807
ks_i22_price_exp_q,index,csa,1999-04-01,62.0283720481256
ks_i22_price_exp_q,index,csa,1999-07-01,55.7619549785311
ks_i22_price_exp_q,index,csa,1999-10-01,63.0473800305143
ks_i22_price_exp_q,index,csa,2000-01-01,76.89060481963
ks_i22_price_exp_q,index,csa,2000-04-01,76.1559432556808
ks_i22_price_exp_q,index,csa,2000-07-01,84.8922853160221
ks_i22_price_exp_q,index,csa,2000-10-01,88.6956395303777
ks_i22_price_exp_q,index,csa,2001-01-01,89.2641927086094
ks_i22_price_exp_q,index,csa,2001-04-01,89.7130839143621
ks_i22_price_exp_q,index,csa,2001-07-01,89.9801038949318
ks_i22_price_exp_q,index,csa,2001-10-01,80.1068260564939
ks_i22_price_exp_q,index,csa,2002-01-01,75.8287659137651
ks_i22_price_exp_q,index,csa,2002-04-01,82.8055500603848
ks_i22_price_exp_q,index,csa,2002-07-01,82.9815348415682
ks_i22_price_exp_q,index,csa,2002-10-01,70.9475014027761
ks_i22_price_exp_q,index,csa,2003-01-01,69.7485097395611
ks_i22_price_exp_q,index,csa,2003-04-01,71.145709179259
ks_i22_price_exp_q,index,csa,2003-07-01,55.3071917110432
ks_i22_price_exp_q,index,csa,2003-10-01,78.7415183146497
ks_i22_price_exp_q,index,csa,2004-01-01,77.0815799913072
ks_i22_price_exp_q,index,csa,2004-04-01,70.9964531229113
ks_i22_price_exp_q,index,csa,2004-07-01,76.4596390318959
ks_i22_price_exp_q,index,csa,2004-10-01,80.4269672620269
ks_i22_price_exp_q,index,csa,2005-01-01,61.8563496049393
ks_i22_price_exp_q,index,csa,2005-04-01,52.0485299266306
ks_i22_price_exp_q,index,csa,2005-07-01,64.0044716134912
ks_i22_price_exp_q,index,csa,2005-10-01,63.0760816911185
ks_i22_price_exp_q,index,csa,2006-01-01,59.8087487856209
ks_i22_price_exp_q,index,csa,2006-04-01,65.9330219749547
ks_i22_price_exp_q,index,csa,2006-07-01,67.0155956688201
ks_i22_price_exp_q,index,csa,2006-10-01,67.0613106317303
ks_i22_price_exp_q,index,csa,2007-01-01,60.8460962066447
ks_i22_price_exp_q,index,csa,2007-04-01,64.2960292571629
ks_i22_price_exp_q,index,csa,2007-07-01,74.0240923158438
ks_i22_price_exp_q,index,csa,2007-10-01,96.2334716817312
ks_i22_price_exp_q,index,csa,2008-01-01,104.64593895408
ks_i22_price_exp_q,index,csa,2008-04-01,101.112414590885
ks_i22_price_exp_q,index,csa,2008-07-01,116.7582318293
ks_i22_price_exp_q,index,csa,2008-10-01,87.5843100532806
ks_i22_price_exp_q,index,csa,2009-01-01,12.8395698794432
ks_i22_price_exp_q,index,csa,2009-04-01,28.4112984969238
ks_i22_price_exp_q,index,csa,2009-07-01,42.0594900349839
ks_i22_price_exp_q,index,csa,2009-10-01,53.0086470761907
ks_i22_price_exp_q,index,csa,2010-01-01,56.6556979880969
ks_i22_price_exp_q,index,csa,2010-04-01,73.1945791807024
ks_i22_price_exp_q,index,csa,2010-07-01,50.9752828282183
ks_i22_price_exp_q,index,csa,2010-10-01,63.8135831235024
ks_i22_price_exp_q,index,csa,2011-01-01,59.8350200537263
ks_i22_price_exp_q,index,csa,2011-04-01,90.4158246740132
ks_i22_price_exp_q,index,csa,2011-07-01,53.5655775927293
ks_i22_price_exp_q,index,csa,2011-10-01,23.5206744683878
ks_i22_price_exp_q,index,csa,2012-01-01,44.7378010859197
ks_i22_price_exp_q,index,csa,2012-04-01,54.6867994733986
ks_i22_price_exp_q,index,csa,2012-07-01,47.8924670659082
ks_i22_price_exp_q,index,csa,2012-10-01,51.4558465942896
ks_i22_price_exp_q,index,csa,2013-01-01,55.4174788020715
ks_i22_price_exp_q,index,csa,2013-04-01,55.3840536050057
ks_i22_price_exp_q,index,csa,2013-07-01,69.2351546736201
ks_i22_price_exp_q,index,csa,2013-10-01,66.6562297611223
ks_i22_price_exp_q,index,csa,2014-01-01,72.4374790611085
ks_i22_price_exp_q,index,csa,2014-04-01,70.6112567098183
ks_i22_price_exp_q,index,csa,2014-07-01,70.9271705218924
ks_i22_price_exp_q,index,csa,2014-10-01,65.563476496411
ks_i22_price_exp_q,index,csa,2015-01-01,49.0139114378483
ks_i22_price_exp_q,index,csa,2015-04-01,27.2074415290188
ks_i22_price_exp_q,index,csa,2015-07-01,34.0380876425694
ks_i22_price_exp_q,index,csa,2015-10-01,47.9568541410073
ks_i22_price_exp_q,index,csa,2016-01-01,35.6767778617049
ks_i22_price_exp_q,index,csa,2016-04-01,43.6864746898865
ks_i22_price_exp_q,index,csa,2016-07-01,47.9390856724091
ks_i22_price_exp_q,index,csa,2016-10-01,56.4614186330908
ks_i22_price_exp_q,index,csa,2017-01-01,61.2561640554728
ks_i22_price_exp_q,index,csa,2017-04-01,59.4067613694671
ks_i22_price_exp_q,index,csa,2017-07-01,61.0017775925187
ks_i22_price_exp_q,index,csa,2017-10-01,68.7191730875708
ks_i22_price_exp_q,index,csa,2018-01-01,63.3856614100016
ks_i22_price_exp_q,index,csa,2018-04-01,73.9421122859289
ks_i22_price_exp_q,index,csa,2018-07-01,75.2488228271951
ks_i22_price_exp_q,index,csa,2018-10-01,68.5341853476889
ks_i22_price_exp_q,index,csa,2019-01-01,73.4707590056383
ks_i22_price_exp_q,index,csa,2019-04-01,68.8866483583366
ks_i22_price_exp_q,index,csa,2019-07-01,65.1600696637745
ks_i22_price_exp_q,index,csa,2019-10-01,64.7758338411021
ks_i22_price_exp_q,index,csa,2020-01-01,71.6368582663702
ks_i22_price_exp_q,index,csa,2020-04-01,76.2659069616991
ks_i22_price_exp_q,index,csa,2020-07-01,61.0884232082414
ks_i22_price_exp_q,index,csa,2020-10-01,52.4486315633782
ks_i22_price_exp_q,index,csa,2021-01-01,60.8241304384958
ks_i22_price_exp_q,index,csa,2021-04-01,78.3759937180349
ks_i22_price_exp_q,index,csa,2021-07-01,91.948487304689
ks_i22_price_exp_q,index,csa,2021-10-01,91.3997545938327
ks_i22_price_exp_q,index,csa,2022-01-01,110.494249911253
ks_i22_price_exp_q,index,csa,2022-04-01,140.038863868914
ks_i22_price_exp_q,index,csa,2022-07-01,133.344412249271
ks_i22_price_exp_q,index,csa,2022-10-01,121.037938163042
ks_i22_price_exp_q,index,csa,2023-01-01,106.817988482549
ks_i22_price_exp_q,index,csa,2023-04-01,102.069073535592
ks_i22_price_exp_q,index,csa,2023-07-01,97.0737195798356
ks_i22_price_exp_q,index,csa,2023-10-01,110.350188159099
ks_i22_price_exp_q,index,csa,2024-01-01,106.681331693676
ks_i22_price_exp_q,index,csa,2024-04-01,99.4712648640182
ks_i22_price_exp_q,index,csa,2024-07-01,96.4332139637685
ks_i22_price_exp_q,index,csa,2024-10-01,93.9254929372876
ks_i22_price_exp_q,index,csa,2025-01-01,94.6260936553402
ks_i22_price_exp_q,index,csa,2025-04-01,113.019707271746
ks_i31_job_secure_q,index,csa,1972-10-01,-2.62542271516104
ks_i31_job_secure_q,index,csa,1973-01-01,26.5594310240793
ks_i31_job_secure_q,index,csa,1973-04-01,-2.62796860336455
ks_i31_job_secure_q,index,csa,1973-07-01,-6.83271792416867
ks_i31_job_secure_q,index,csa,1973-10-01,7.39969040274653
ks_i31_job_secure_q,index,csa,1974-01-01,-18.3290339903292
ks_i31_job_secure_q,index,csa,1974-04-01,-20.1981153971075
ks_i31_job_secure_q,index,csa,1974-07-01,-37.3186783780075
ks_i31_job_secure_q,index,csa,1974-10-01,-66.9074068048438
ks_i31_job_secure_q,index,csa,1975-01-01,-80.9218782152119
ks_i31_job_secure_q,index,csa,1975-04-01,-89.9628108395305
ks_i31_job_secure_q,index,csa,1975-07-01,-90.3081163726619
ks_i31_job_secure_q,index,csa,1975-10-01,-92.476717974398
ks_i31_job_secure_q,index,csa,1976-01-01,-94.6849088576046
ks_i31_job_secure_q,index,csa,1976-04-01,-45.2314872029841
ks_i31_job_secure_q,index,csa,1976-07-01,-17.2045139081174
ks_i31_job_secure_q,index,csa,1976-10-01,-23.4990266484851
ks_i31_job_secure_q,index,csa,1977-01-01,-56.7142941843411
ks_i31_job_secure_q,index,csa,1977-04-01,-20.1082854172029
ks_i31_job_secure_q,index,csa,1977-07-01,9.52916400337316
ks_i31_job_secure_q,index,csa,1977-10-01,18.5646452843741
ks_i31_job_secure_q,index,csa,1978-01-01,14.311147961936
ks_i31_job_secure_q,index,csa,1978-04-01,-1.67128487286875
ks_i31_job_secure_q,index,csa,1978-07-01,6.27631290929631
ks_i31_job_secure_q,index,csa,1978-10-01,-73.0348125444596
ks_i31_job_secure_q,index,csa,1979-01-01,-45.050767433002
ks_i31_job_secure_q,index,csa,1979-04-01,-6.16757064700171
ks_i31_job_secure_q,index,csa,1979-07-01,1.24619654839189
ks_i31_job_secure_q,index,csa,1979-10-01,12.2193219334205
ks_i31_job_secure_q,index,csa,1980-01-01,36.2799400013492
ks_i31_job_secure_q,index,csa,1980-04-01,34.4846608068752
ks_i31_job_secure_q,index,csa,1980-07-01,37.4500409638284
ks_i31_job_secure_q,index,csa,1980-10-01,12.6477857094485
ks_i31_job_secure_q,index,csa,1981-01-01,14.4941979985939
ks_i31_job_secure_q,index,csa,1981-04-01,7.67299963489775
ks_i31_job_secure_q,index,csa,1981-07-01,-0.260400027858036
ks_i31_job_secure_q,index,csa,1981-10-01,-14.0199569931741
ks_i31_job_secure_q,index,csa,1982-01-01,-58.3347589073017
ks_i31_job_secure_q,index,csa,1982-04-01,-74.4727213258435
ks_i31_job_secure_q,index,csa,1982-07-01,-91.0210612029931
ks_i31_job_secure_q,index,csa,1982-10-01,-115.386508392877
ks_i31_job_secure_q,index,csa,1983-01-01,-108.978828669593
ks_i31_job_secure_q,index,csa,1983-04-01,-75.6876103621445
ks_i31_job_secure_q,index,csa,1983-07-01,-73.2442364844313
ks_i31_job_secure_q,index,csa,1983-10-01,-75.4886716231489
ks_i31_job_secure_q,index,csa,1984-01-01,-70.8719706093378
ks_i31_job_secure_q,index,csa,1984-04-01,-69.6772238106897
ks_i31_job_secure_q,index,csa,1984-07-01,-63.1384453625551
ks_i31_job_secure_q,index,csa,1984-10-01,-36.7204811911096
ks_i31_job_secure_q,index,csa,1985-01-01,-39.1058992437713
ks_i31_job_secure_q,index,csa,1985-04-01,-27.6208492854103
ks_i31_job_secure_q,index,csa,1985-07-01,-20.1852147748129
ks_i31_job_secure_q,index,csa,1985-10-01,3.8405623654517
ks_i31_job_secure_q,index,csa,1986-01-01,11.0035629807509
ks_i31_job_secure_q,index,csa,1986-04-01,26.4040477517869
ks_i31_job_secure_q,index,csa,1986-07-01,15.2606478932485
ks_i31_job_secure_q,index,csa,1986-10-01,15.4203871327338
ks_i31_job_secure_q,index,csa,1987-01-01,10.6005816938277
ks_i31_job_secure_q,index,csa,1987-04-01,-4.66653484535813
ks_i31_job_secure_q,index,csa,1987-07-01,8.26683433419474
ks_i31_job_secure_q,index,csa,1987-10-01,-3.0289398141904
ks_i31_job_secure_q,index,csa,1988-01-01,-24.0668140233322
ks_i31_job_secure_q,index,csa,1988-04-01,-56.5935464770734
ks_i31_job_secure_q,index,csa,1988-07-01,-41.4237409412985
ks_i31_job_secure_q,index,csa,1988-10-01,-9.92915391823847
ks_i31_job_secure_q,index,csa,1989-01-01,35.1856187702299
ks_i31_job_secure_q,index,csa,1989-04-01,38.9481529120192
ks_i31_job_secure_q,index,csa,1989-07-01,37.362886981927
ks_i31_job_secure_q,index,csa,1989-10-01,43.1004162540326
ks_i31_job_secure_q,index,csa,1990-01-01,36.4029577659524
ks_i31_job_secure_q,index,csa,1990-04-01,33.7461650206248
ks_i31_job_secure_q,index,csa,1990-07-01,24.9347911872856
ks_i31_job_secure_q,index,csa,1990-10-01,-8.33851005943473
ks_i31_job_secure_q,index,csa,1991-01-01,-41.1461176217648
ks_i31_job_secure_q,index,csa,1991-04-01,-59.921580575485
ks_i31_job_secure_q,index,csa,1991-07-01,-93.2204933858321
ks_i31_job_secure_q,index,csa,1991-10-01,-109.939340028695
ks_i31_job_secure_q,index,csa,1992-01-01,-125.787206088079
ks_i31_job_secure_q,index,csa,1992-04-01,-125.54694210193
ks_i31_job_secure_q,index,csa,1992-07-01,-136.19128522
ks_i31_job_secure_q,index,csa,1992-10-01,-146.848762954825
ks_i31_job_secure_q,index,csa,1993-01-01,-130.730420952328
ks_i31_job_secure_q,index,csa,1993-04-01,-142.597774295437
ks_i31_job_secure_q,index,csa,1993-07-01,-147.211838325045
ks_i31_job_secure_q,index,csa,1993-10-01,-137.001371221017
ks_i31_job_secure_q,index,csa,1994-01-01,-118.996856339082
ks_i31_job_secure_q,index,csa,1994-04-01,-88.9555529605852
ks_i31_job_secure_q,index,csa,1994-07-01,-78.7299087123184
ks_i31_job_secure_q,index,csa,1994-10-01,-56.1422524758166
ks_i31_job_secure_q,index,csa,1995-01-01,-46.569981452197
ks_i31_job_secure_q,index,csa,1995-04-01,-65.1127472111039
ks_i31_job_secure_q,index,csa,1995-07-01,-80.5311650906794
ks_i31_job_secure_q,index,csa,1995-10-01,-84.8225864252839
ks_i31_job_secure_q,index,csa,1996-01-01,-89.4986004987522
ks_i31_job_secure_q,index,csa,1996-04-01,-124.315384480738
ks_i31_job_secure_q,index,csa,1996-07-01,-136.810692080261
ks_i31_job_secure_q,index,csa,1996-10-01,-142.092636832919
ks_i31_job_secure_q,index,csa,1997-01-01,-136.142702645324
ks_i31_job_secure_q,index,csa,1997-04-01,-129.379074271466
ks_i31_job_secure_q,index,csa,1997-07-01,-96.3014376171575
ks_i31_job_secure_q,index,csa,1997-10-01,-87.8372444741456
ks_i31_job_secure_q,index,csa,1998-01-01,-114.878428977464
ks_i31_job_secure_q,index,csa,1998-04-01,-96.9046130758685
ks_i31_job_secure_q,index,csa,1998-07-01,-70.5353816871139
ks_i31_job_secure_q,index,csa,1998-10-01,-58.8559117686252
ks_i31_job_secure_q,index,csa,1999-01-01,-55.2982626015339
ks_i31_job_secure_q,index,csa,1999-04-01,-62.0049612623315
ks_i31_job_secure_q,index,csa,1999-07-01,-55.058091814399
ks_i31_job_secure_q,index,csa,1999-10-01,-32.9364699116045
ks_i31_job_secure_q,index,csa,2000-01-01,-29.9239434376874
ks_i31_job_secure_q,index,csa,2000-04-01,-26.7072853407088
ks_i31_job_secure_q,index,csa,2000-07-01,5.24449705516859
ks_i31_job_secure_q,index,csa,2000-10-01,18.9792898388513
ks_i31_job_secure_q,index,csa,2001-01-01,26.1870646049765
ks_i31_job_secure_q,index,csa,2001-04-01,5.42107848998175
ks_i31_job_secure_q,index,csa,2001-07-01,-2.08837967385214
ks_i31_job_secure_q,index,csa,2001-10-01,-66.9294177707619
ks_i31_job_secure_q,index,csa,2002-01-01,-70.0498234016259
ks_i31_job_secure_q,index,csa,2002-04-01,-60.5317411541902
ks_i31_job_secure_q,index,csa,2002-07-01,-74.3221970133019
ks_i31_job_secure_q,index,csa,2002-10-01,-107.771863520997
ks_i31_job_secure_q,index,csa,2003-01-01,-107.402771773735
ks_i31_job_secure_q,index,csa,2003-04-01,-114.296368581451
ks_i31_job_secure_q,index,csa,2003-07-01,-123.415248075382
ks_i31_job_secure_q,index,csa,2003-10-01,-114.736219155637
ks_i31_job_secure_q,index,csa,2004-01-01,-103.854429666097
ks_i31_job_secure_q,index,csa,2004-04-01,-93.5207098828935
ks_i31_job_secure_q,index,csa,2004-07-01,-90.2062145096607
ks_i31_job_secure_q,index,csa,2004-10-01,-92.915840114624
ks_i31_job_secure_q,index,csa,2005-01-01,-94.1862856513593
ks_i31_job_secure_q,index,csa,2005-04-01,-96.9390419400435
ks_i31_job_secure_q,index,csa,2005-07-01,-104.024004709635
ks_i31_job_secure_q,index,csa,2005-10-01,-96.154450233334
ks_i31_job_secure_q,index,csa,2006-01-01,-82.1232458369237
ks_i31_job_secure_q,index,csa,2006-04-01,-68.170733200547
ks_i31_job_secure_q,index,csa,2006-07-01,-46.1078652383833
ks_i31_job_secure_q,index,csa,2006-10-01,-40.6334074349282
ks_i31_job_secure_q,index,csa,2007-01-01,-33.2039539217507
ks_i31_job_secure_q,index,csa,2007-04-01,-23.813145030393
ks_i31_job_secure_q,index,csa,2007-07-01,-28.7277880776287
ks_i31_job_secure_q,index,csa,2007-10-01,-9.19027416843136
ks_i31_job_secure_q,index,csa,2008-01-01,-9.39171178016531
ks_i31_job_secure_q,index,csa,2008-04-01,-24.2371791657041
ks_i31_job_secure_q,index,csa,2008-07-01,-19.8372014404264
ks_i31_job_secure_q,index,csa,2008-10-01,-56.0957367030017
ks_i31_job_secure_q,index,csa,2009-01-01,-93.6277740939972
ks_i31_job_secure_q,index,csa,2009-04-01,-123.607461165161
ks_i31_job_secure_q,index,csa,2009-07-01,-123.803528246717
ks_i31_job_secure_q,index,csa,2009-10-01,-113.185946475814
ks_i31_job_secure_q,index,csa,2010-01-01,-101.619362100616
ks_i31_job_secure_q,index,csa,2010-04-01,-68.8788738414722
ks_i31_job_secure_q,index,csa,2010-07-01,-53.2341221017807
ks_i31_job_secure_q,index,csa,2010-10-01,-47.3197170133318
ks_i31_job_secure_q,index,csa,2011-01-01,-39.614658860433
ks_i31_job_secure_q,index,csa,2011-04-01,-20.2659855099675
ks_i31_job_secure_q,index,csa,2011-07-01,-52.1134418626758
ks_i31_job_secure_q,index,csa,2011-10-01,-66.7831726338141
ks_i31_job_secure_q,index,csa,2012-01-01,-73.0430454310816
ks_i31_job_secure_q,index,csa,2012-04-01,-61.6481884970787
ks_i31_job_secure_q,index,csa,2012-07-01,-70.2758890307418
ks_i31_job_secure_q,index,csa,2012-10-01,-65.2011092049862
ks_i31_job_secure_q,index,csa,2013-01-01,-69.3542599649817
ks_i31_job_secure_q,index,csa,2013-04-01,-62.7435340556975
ks_i31_job_secure_q,index,csa,2013-07-01,-66.6345920202769
ks_i31_job_secure_q,index,csa,2013-10-01,-48.2323519330281
ks_i31_job_secure_q,index,csa,2014-01-01,-52.4995768286258
ks_i31_job_secure_q,index,csa,2014-04-01,-44.3305909261073
ks_i31_job_secure_q,index,csa,2014-07-01,-46.7566424505534
ks_i31_job_secure_q,index,csa,2014-10-01,-50.7764564188985
ks_i31_job_secure_q,index,csa,2015-01-01,-49.9564645746797
ks_i31_job_secure_q,index,csa,2015-04-01,-68.0254120714699
ks_i31_job_secure_q,index,csa,2015-07-01,-74.1673008802695
ks_i31_job_secure_q,index,csa,2015-10-01,-78.8987722640216
ks_i31_job_secure_q,index,csa,2016-01-01,-78.4329116337817
ks_i31_job_secure_q,index,csa,2016-04-01,-83.9067506422383
ks_i31_job_secure_q,index,csa,2016-07-01,-74.0063918527053
ks_i31_job_secure_q,index,csa,2016-10-01,-73.9794350271978
ks_i31_job_secure_q,index,csa,2017-01-01,-62.0418151027041
ks_i31_job_secure_q,index,csa,2017-04-01,-60.356219353904
ks_i31_job_secure_q,index,csa,2017-07-01,-59.3809951621181
ks_i31_job_secure_q,index,csa,2017-10-01,-52.458271643015
ks_i31_job_secure_q,index,csa,2018-01-01,-45.2295347771839
ks_i31_job_secure_q,index,csa,2018-04-01,-44.0076587739939
ks_i31_job_secure_q,index,csa,2018-07-01,-42.5625713461042
ks_i31_job_secure_q,index,csa,2018-10-01,-37.5458048104726
ks_i31_job_secure_q,index,csa,2019-01-01,-33.3571679312288
ks_i31_job_secure_q,index,csa,2019-04-01,-44.5820670884949
ks_i31_job_secure_q,index,csa,2019-07-01,-43.3231492823072
ks_i31_job_secure_q,index,csa,2019-10-01,-43.4280055362502
ks_i31_job_secure_q,index,csa,2020-01-01,-41.5318983697067
ks_i31_job_secure_q,index,csa,2020-04-01,-70.2366307665103
ks_i31_job_secure_q,index,csa,2020-07-01,-110.700163567663
ks_i31_job_secure_q,index,csa,2020-10-01,-116.865094154258
ks_i31_job_secure_q,index,csa,2021-01-01,-119.792097594415
ks_i31_job_secure_q,index,csa,2021-04-01,-116.654230466675
ks_i31_job_secure_q,index,csa,2021-07-01,-83.1481524803084
ks_i31_job_secure_q,index,csa,2021-10-01,-69.1422041778412
ks_i31_job_secure_q,index,csa,2022-01-01,-56.5644063731867
ks_i31_job_secure_q,index,csa,2022-04-01,-27.9217924659668
ks_i31_job_secure_q,index,csa,2022-07-01,-23.1271296726072
ks_i31_job_secure_q,index,csa,2022-10-01,-20.3218310227936
ks_i31_job_secure_q,index,csa,2023-01-01,4.11579619969067
ks_i31_job_secure_q,index,csa,2023-04-01,-20.1297609048395
ks_i31_job_secure_q,index,csa,2023-07-01,1.74998678460003
ks_i31_job_secure_q,index,csa,2023-10-01,-20.1693300265841
ks_i31_job_secure_q,index,csa,2024-01-01,-14.5851737111528
ks_i31_job_secure_q,index,csa,2024-04-01,-22.5801576650955
ks_i31_job_secure_q,index,csa,2024-07-01,-24.5956370419656
ks_i31_job_secure_q,index,csa,2024-10-01,-30.3249964377772
ks_i31_job_secure_q,index,csa,2025-01-01,-32.6460139717255
ks_i31_job_secure_q,index,csa,2025-04-01,-46.2643334791694
ks_i32_unemp_exp_q,index,csa,2007-04-01,-7.484540866054297
ks_i32_unemp_exp_q,index,csa,2007-07-01,3.4574997709927917
ks_i32_unemp_exp_q,index,csa,2007-10-01,11.789882419979655
ks_i32_unemp_exp_q,index,csa,2008-01-01,12.65515143439788
ks_i32_unemp_exp_q,index,csa,2008-04-01,24.725541835096337
ks_i32_unemp_exp_q,index,csa,2008-07-01,34.08010593728
ks_i32_unemp_exp_q,index,csa,2008-10-01,75.98946822082173
ks_i32_unemp_exp_q,index,csa,2009-01-01,110.98783245201041
ks_i32_unemp_exp_q,index,csa,2009-04-01,130.4449224969008
ks_i32_unemp_exp_q,index,csa,2009-07-01,117.31089501036709
ks_i32_unemp_exp_q,index,csa,2009-10-01,88.04381518504697
ks_i32_unemp_exp_q,index,csa,2010-01-01,77.21989147280182
ks_i32_unemp_exp_q,index,csa,2010-04-01,8.574712365266029
ks_i32_unemp_exp_q,index,csa,2010-07-01,6.392371837858202
ks_i32_unemp_exp_q,index,csa,2010-10-01,17.61651190110573
ks_i32_unemp_exp_q,index,csa,2011-01-01,11.698567223930645
ks_i32_unemp_exp_q,index,csa,2011-04-01,16.44343090760886
ks_i32_unemp_exp_q,index,csa,2011-07-01,53.86632177877559
ks_i32_unemp_exp_q,index,csa,2011-10-01,72.7082089747125
ks_i32_unemp_exp_q,index,csa,2012-01-01,71.34423616118927
ks_i32_unemp_exp_q,index,csa,2012-04-01,48.898743970398556
ks_i32_unemp_exp_q,index,csa,2012-07-01,61.922280088469016
ks_i32_unemp_exp_q,index,csa,2012-10-01,66.68029451146106
ks_i32_unemp_exp_q,index,csa,2013-01-01,62.21720358977849
ks_i32_unemp_exp_q,index,csa,2013-04-01,47.25397726610043
ks_i32_unemp_exp_q,index,csa,2013-07-01,54.148546737724686
ks_i32_unemp_exp_q,index,csa,2013-10-01,44.66620872055061
