Brand,Model,Preis,Jahr,Kilometer,PS,Getriebe
BMW,530i Touring,11900.00,08.2001,147700,231,Schaltgetriebe
BMW,640i Gran Coupé,23900.00,05.2012,89400,320,Automatikgetriebe
BMW,Z4 2.5i Roadster,9000.00,05.2006,122250,177,Schaltgetriebe
BMW,M3 LCI 2,52900.00,11.2017,118900,510,Automatikgetriebe
BMW,X1 xDrive 23i 48V M Sport,51900.00,06.2024,18900,204,Automatikgetriebe
BMW,128ti Steptronic,32990.00,09.2021,51500,265,Automatikgetriebe
BMW,iX1 30 xDrive,72900.00,Neues Fahrzeug,20,306,Automatikgetriebe
BMW,M140i xDrive,36900.00,03.2019,58384,340,Automatikgetriebe
BMW,218d Active Tourer DKG,32900.00,04.2023,27000,150,Automatikgetriebe
BMW,iX1 30 xDrive,67500.00,Neues Fahrzeug,20,306,Automatikgetriebe
BMW,X3 xDrive 30e M Sport,58800.00,12.2023,15100,184,Automatikgetriebe
BMW,X3 xDrive 48V 20d M Sport,53900.00,07.2024,24700,190,Automatikgetriebe
BMW,120d xDrive Pure M Sport,35900.00,05.2024,21500,190,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,33950.00,05.2017,132000,381,Automatikgetriebe
BMW,335i xDrive Steptronic,16900.00,05.2013,258327,306,Automatikgetriebe
BMW,435i Gran Coupé xDrive Sport Line Steptronic,23499.00,07.2014,155000,306,Automatikgetriebe
BMW,1er M Coupé,58900.00,05.2011,44500,340,Schaltgetriebe
BMW,X3 xDrive 35d DAB+,20900.00,01.2016,144000,313,Automatikgetriebe
BMW,2002 Tii,58900.00,08.1974,22000,133,Schaltgetriebe
BMW,X5 xDrive 30d Pure M Sport Steptronic,40900.00,07.2018,52000,258,Automatikgetriebe
BMW,525d xDrive Luxury Line Steptronic,29900.00,08.2016,89000,218,Automatikgetriebe
BMW,X3 xDrive 20d Steptronic,13500.00,12.2013,205800,184,Automatikgetriebe
BMW,M550d xDrive Touring Steptronic,52500.00,11.2019,42499,400,Automatikgetriebe
BMW,520d xDr 48V Tour M Sport,60900.00,06.2024,28300,197,Automatikgetriebe
BMW,530i xDrive 48V M Sport,48900.00,03.2022,11000,252,Automatikgetriebe
BMW,230 ACTIVE TOURER M Sport,54900.00,10.2024,8200,326,Automatikgetriebe
BMW,520d xDrive Touring,98400.00,Neues Fahrzeug,10,208,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport Pro,71900.00,Neues Fahrzeug,1,306,Automatikgetriebe
BMW,120 M Sport Steptronic,41999.00,01.2025,5000,156,Automatikgetriebe
BMW,X1 xDrive 23d 48V M Sport,47900.00,11.2022,36900,211,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport,45900.00,06.2023,37900,306,Automatikgetriebe
BMW,218i Active Tourer,31900.00,07.2022,19000,136,Automatikgetriebe
BMW,550e xDrive M Sport Pro Steptronic,108900.00,Neues Fahrzeug,1,489,Automatikgetriebe
BMW,94 Ah,17990.00,07.2018,51000,170,Automatikgetriebe
BMW,420i Cabriolet Sport Line,23900.00,06.2015,59000,184,Schaltgetriebe
BMW,525d,15000.00,02.2012,219500,218,Automatikgetriebe
BMW,i3s (120Ah),26900.00,04.2020,31900,184,-
BMW,320i Cabriolet,8500.00,05.2010,197000,170,Schaltgetriebe
BMW,X5 xDrive 30d Steptronic,51500.00,08.2019,64000,265,Automatikgetriebe
BMW,320,14500.00,01.2014,107400,184,Automatikgetriebe
BMW,X5 xDrive 35i Steptronic,28900.00,10.2017,129300,306,Automatikgetriebe
BMW,120d xDrive Steptronic M Sport,38000.00,10.2019,53000,190,Automatikgetriebe
BMW,M340i xDrive 48V Touring Steptronic,,03.2021,52000,374,Automatikgetriebe
BMW,X3 M40i,55900.00,01.2022,67900,361,Automatikgetriebe
BMW,220i xDrive Gran Coupé M Sport Steptronic,34900.00,05.2021,69900,178,Automatikgetriebe
BMW,630d GT xDrive M Sport Steptronic,30900.00,02.2018,109000,265,Automatikgetriebe
BMW,X1 xDrive 18d Steptronic,26800.00,09.2021,60200,150,Automatikgetriebe
BMW,X5 xDrive 35i Steptronic,,11.2017,60000,306,Automatikgetriebe
BMW,M4 Cabrio Competition M xDrive,79900.00,06.2023,25608,510,Automatikgetriebe
BMW,X3 xDrive 48 20d M Sport Individual / ACC / Head-Up Display,49900.00,04.2024,13406,190,Automatikgetriebe
BMW,520d xDrive 48V Touring Steptronic,34890.00,11.2022,66988,190,Automatikgetriebe
BMW,520d xDrive 48V M Sport Steptronic,55900.00,08.2024,20900,197,Automatikgetriebe
BMW,X5 xDrive 50e M Sport Steptronic,86900.00,06.2024,25600,489,Automatikgetriebe
BMW,Tii,54900.00,11.1971,600,130,Schaltgetriebe
BMW,Z4 3.0i Roadster,16500.00,07.2005,79000,231,Schaltgetriebe
BMW,325 M technic,36000.00,03.1987,340000,193,Schaltgetriebe
BMW,M440i xDrive 48V Cabriolet Steptronic,,09.2021,7000,374,Automatikgetriebe
BMW,i3s (120Ah),26900.00,03.2021,40500,184,Automatikgetriebe
BMW,225xe iPerformance Active Tourer M Sport Aut.,19000.00,11.2016,76600,224,Automatikgetriebe
BMW,440i Cabriolet xDrive Power & Sound Ed. Steptronic,43666.00,06.2017,89999,360,Automatikgetriebe
BMW,M4 Cabriolet Competition DKG,58999.00,04.2017,93000,450,Automatikgetriebe
BMW,228i,21999.00,02.2016,83000,245,Schaltgetriebe
BMW,BMW M440 xDrive,80000.00,05.2023,26000,,Automatikgetriebe
BMW,223d Active Tourer xDrive M Sport,44900.00,07.2024,19200,197,Automatikgetriebe
BMW,X2 xDrive 25e M Sport,36900.00,07.2022,49900,125,Automatikgetriebe
BMW,M235i GC xDrive Pure,42900.00,04.2022,38900,306,Automatikgetriebe
BMW,X3 xDrive M40i,42500.00,03.2018,99900,360,Automatikgetriebe
BMW,X5 xDrive 30d M Sport,59900.00,10.2019,64500,265,Automatikgetriebe
BMW,i4 M50,46900.00,03.2022,53800,544,Automatikgetriebe
BMW,M340i xDrive 48V Touring Steptronic,49500.00,04.2021,44000,374,Automatikgetriebe
BMW,118d M - Sport CH FAHRZEUG,19900.00,02.2021,148000,150,Automatikgetriebe
BMW,X1 25d xDrive SAG,31900.00,03.2021,95000,231,Automatikgetriebe
BMW,635CSi A,24900.00,05.1986,208000,204,Automatikgetriebe
BMW,645i,26900.00,09.2005,112000,333,Automatikgetriebe
BMW,X4 M40i Steptronic,59900.00,06.2021,29873,360,Automatikgetriebe
BMW,M5,36900.00,07.2007,142000,507,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,69999.00,09.2021,24000,510,Automatikgetriebe
BMW,Z4 sDrive30i Steptronic,12990.00,12.2011,220000,258,Automatikgetriebe
BMW,M4 Cabrio Competition M xDrive,76500.00,10.2022,4900,510,Automatikgetriebe
BMW,X1 xDrive 20d M Sport Steptronic,34500.00,03.2021,55000,190,Automatikgetriebe
BMW,530d Sport Line Steptronic,29500.00,04.2017,131000,265,Automatikgetriebe
BMW,335i Cabriolet DSG,16300.00,06.2010,126400,306,Automatikgetriebe
BMW,X3 xDrive 20d 48V,39990.00,01.2023,32300,,Automatikgetriebe
BMW,430d xDr 48V C MSport PRO,52800.00,10.2022,13200,286,Automatikgetriebe
BMW,540i xDrive 48V Touring M Sport Steptronic,65990.00,09.2024,9500,333,Automatikgetriebe
BMW,X2 xDrive 20d M Sport Steptronic,22900.00,02.2021,135000,190,Automatikgetriebe
BMW,320d xDrive 48V Touring Steptronic,35900.00,06.2023,45000,190,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,66890.00,11.2021,56500,510,Automatikgetriebe
BMW,X1 sDrive 18i M Sport,39990.00,03.2024,13500,136,Automatikgetriebe
BMW,X4 M Competition,69800.00,11.2021,37100,510,Automatikgetriebe
BMW,M135i xDrive,37800.00,10.2021,24300,306,Automatikgetriebe
BMW,320d xDrive SAG Touring,51800.00,06.2024,18950,201,Automatikgetriebe
BMW,X3 M40d,56900.00,06.2021,39500,351,Automatikgetriebe
BMW,X5 xDrive 30d Steptronic Neupreis 113000.- CH-Fahrzeug BMW-Servicegepflegt,21900.00,12.2013,157000,258,Automatikgetriebe
BMW,X3 xDrive 30d Luxury Line Steptronic,28900.00,05.2018,142700,265,Automatikgetriebe
BMW,X7 xDrive 48V 40d Steptronic,69990.00,06.2021,72000,340,Automatikgetriebe
BMW,BMW X3 XDrive 30d X-Line,29900.00,09.2019,98000,265,Automatikgetriebe
BMW,X5 xDrive 35d (3.0sd) Steptronic,14500.00,12.2009,215000,286,Automatikgetriebe
BMW,X5 xDrive 35d (3.0sd) Steptronic,18400.00,08.2008,125300,286,Automatikgetriebe
BMW,M3 Coupé,55000.00,02.2008,107000,420,Schaltgetriebe
BMW,330d,6900.00,03.2000,265000,184,Schaltgetriebe
BMW,M5 xDrive Drivelogic,75999.00,05.2019,63000,600,Automatikgetriebe
BMW,420i Cabriolet M PRO Sport Steptronic,47200.00,07.2023,29890,184,Automatikgetriebe
BMW,X5 50e xDrive Sport,86900.00,07.2024,15500,489,Automatikgetriebe
BMW,520d xDrive Touring M Sport,61900.00,07.2024,24000,208,Automatikgetriebe
BMW,520d xDrive Touring M Sport,61900.00,06.2024,22000,208,Automatikgetriebe
BMW,X7 40d xDrive M Sport,78900.00,04.2021,32000,351,Automatikgetriebe
BMW,M550i xDrive SAG,58900.00,06.2021,81500,530,Automatikgetriebe
BMW,M4 Competition xDrive Cabrio,123900.00,04.2025,4000,510,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport Pro,71900.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,X4 30i xDrive,34900.00,06.2019,97900,252,Automatikgetriebe
BMW,M4 Competition xDrive Cabrio,129900.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,i3 120 Ah,18500.00,06.2021,42000,170,Automatikgetriebe
BMW,M235i xDrive Steptronic,16900.00,04.2016,187000,326,Automatikgetriebe
BMW,M3 Coupé,42500.00,11.1995,40000,321,Schaltgetriebe
BMW,118i Edition M Sport Steptronic,13990.00,03.2018,138500,136,Automatikgetriebe
BMW,325,5500.00,02.2007,183000,218,Automatikgetriebe
BMW,Z4 2.5i Roadster,12485.00,01.2004,60000,192,Schaltgetriebe
BMW,320d xDrive 48V Touring Luxury Line Steptronic,25999.00,08.2020,139999,190,Automatikgetriebe
BMW,X1 xDrive 18d,9999.00,01.2017,120547,150,Schaltgetriebe
BMW,"128ti Steptronic avec 4 roues d'hiver, porte ski et porte vélo, full options",28900.00,12.2020,53000,265,Automatikgetriebe
BMW,"420i Cabriolet M PRO Sport Steptronic, LEASINGÜBERNAHME 612Fr. Mt noch 33 Monate Restlaufzeit",49980.00,09.2023,17500,184,Automatikgetriebe
BMW,M6,26500.00,12.2006,128000,507,Automatikgetriebe
BMW,X5 45e xDrive SAG,56900.00,10.2020,60800,394,Automatikgetriebe
BMW,X5 xDrive45e Steptronic,49900.00,09.2020,72200,394,Automatikgetriebe
BMW,M135i xDrive,71900.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,X3 xDrive 30e xLine,39900.00,04.2021,50000,292,Automatikgetriebe
BMW,M440i xDrive Cabrio,56700.00,01.2022,17000,385,Automatikgetriebe
BMW,X2 M35i,83400.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,740d xDrive,158800.00,2025,2000,299,Automatikgetriebe
BMW,230e xDrive Active Tourer,64400.00,Neues Fahrzeug,10,326,Automatikgetriebe
BMW,218d Active Tourer,51800.00,Neues Fahrzeug,10,150,Automatikgetriebe
BMW,120d,50900.00,Neues Fahrzeug,10,163,Automatikgetriebe
BMW,528i,6000.00,07.2000,125000,193,Automatikgetriebe
BMW,116i Business,14990.00,07.2018,37000,109,Schaltgetriebe
BMW,118i Edition Sport Line Steptronic,20900.00,01.2018,44000,136,Automatikgetriebe
BMW,tii,49000.00,01.1973,7300,,Schaltgetriebe
BMW,650i Cabrio xDrive,38900.00,04.2015,30000,450,Automatikgetriebe
BMW,X6 xDrive M 40i Steptronic,69850.00,03.2020,65500,340,Automatikgetriebe
BMW,330e x DriveTouring Steptronic,43000.00,03.2022,16000,292,Automatikgetriebe
BMW,120d xDrive Urban Line,,12.2012,89000,184,Schaltgetriebe
BMW,M440i xDrive 48V Cabriolet M Sport PRO Steptronic,64300.00,03.2023,18800,374,Automatikgetriebe
BMW,1er M Coupé,64900.00,11.2011,19500,340,Schaltgetriebe
BMW,120d M Sport,49900.00,Neues Fahrzeug,10,163,Automatikgetriebe
BMW,120i M Sport,46800.00,Neues Fahrzeug,10,170,Automatikgetriebe
BMW,iX1 30 xDrive,71800.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,X5 xDrive 48V M60i M Sport Pro Steptronic,154999.00,Neues Fahrzeug,21,530,Automatikgetriebe
BMW,123 xDrive M Sport,60900.00,Neues Fahrzeug,10,218,Automatikgetriebe
BMW,220i Luxury Line,22900.00,06.2018,72300,184,Automatikgetriebe
BMW,M235i Gran Coupé xDrive,,07.2024,25700,306,Automatikgetriebe
BMW,X5 xDrive 30d,56900.00,03.2020,86500,265,Automatikgetriebe
BMW,M240i xD M Sport Pro,49900.00,06.2024,23000,374,Automatikgetriebe
BMW,120d xDrive M Sport,34900.00,02.2024,26500,190,Automatikgetriebe
BMW,116I,8990.00,06.2016,130000,110,Schaltgetriebe
BMW,M140i Steptronic,38900.00,05.2019,65000,340,Automatikgetriebe
BMW,335i Cabriolet DSG,17900.00,03.2011,115000,306,Automatikgetriebe
BMW,M4 Coupé Competition DKG,63500.00,07.2020,56500,450,Automatikgetriebe
BMW,118i Cabrio,,07.2009,138900,143,Schaltgetriebe
BMW,330,8500.00,09.2002,151500,231,Automatikgetriebe
BMW,M135i xDrive Steptronic,21900.00,02.2014,93400,320,Automatikgetriebe
BMW,335i GT xDrive M Sport Line Steptronic,26500.00,07.2016,95000,306,Automatikgetriebe
BMW,M135i xDrive Steptronic,19300.00,02.2013,141000,320,Automatikgetriebe
BMW,M3 Cabriolet DSG,36990.00,12.2009,114000,420,Automatikgetriebe
BMW,118i Steptronic,2890.00,03.2009,218135,143,Automatikgetriebe
BMW,530d xDrive Touring Sport Line Steptronic,34900.00,12.2017,74700,265,Automatikgetriebe
BMW,M4 Coupé Competition,63700.00,12.2019,62000,450,Schaltgetriebe
BMW,iX1 xDrive 30 M Sport Pro,68800.00,05.2025,1900,306,Automatikgetriebe
BMW,X5 xDrive 48V 40i M Sport Steptronic,120200.00,Neues Fahrzeug,100,381,Automatikgetriebe
BMW,X3 xDrive 48V 20d,74100.00,Neues Fahrzeug,100,197,Automatikgetriebe
BMW,X1 23i xDrive M Sport ** 2'000 kg Anhängelast **,52800.00,12.2023,20000,218,Automatikgetriebe
BMW,i3s (120Ah) Fleet Edition,26800.00,04.2022,29000,184,Automatikgetriebe
BMW,520d xDrive 48V M Sport 4x4,55900.00,03.2024,14705,197,Automatikgetriebe
BMW,120 M Sport Pro Steptronic,60900.00,Neues Fahrzeug,10,156,Automatikgetriebe
BMW,1er M Coupé,,07.2011,78000,340,Schaltgetriebe
BMW,545i,9000.00,03.2004,169180,333,Automatikgetriebe
BMW,840i xDrive M Sport Steptronic,64900.00,10.2020,49000,340,Automatikgetriebe
BMW,X3 xDrive 20d Steptronic,25600.00,11.2018,147000,190,Automatikgetriebe
BMW,435i Cabriolet Sport Line Steptronic,21990.00,10.2014,140000,306,Automatikgetriebe
BMW,M240i xDrive Steptronic,34000.00,07.2017,49000,340,Automatikgetriebe
BMW,M135i xDrive Steptronic,16800.00,05.2014,155000,320,Automatikgetriebe
BMW,420d Cabriolet Luxury Line Steptronic,15300.00,03.2015,216002,184,Automatikgetriebe
BMW,320i Cabrio,19900.00,09.1990,131500,129,Schaltgetriebe
BMW,335i Cabriolet DSG,27500.00,05.2010,67000,306,Automatikgetriebe
BMW,X3 M40i ** VOLLAUSSTATTUNG **,79800.00,02.2024,26000,371,Automatikgetriebe
BMW,X3 M40i ** TOP Ausstattung **,79800.00,04.2024,20000,371,Automatikgetriebe
BMW,M4 CABRIOLET COMPETITION DKG INDIVIDUAL GRIGIO TELESTO KERAMIK,59888.00,09.2017,84000,450,Automatikgetriebe
BMW,X3 xDrive 48V 30d M Sport,57900.00,07.2024,14900,285,Automatikgetriebe
BMW,X5M Competition Frozen Pure Grey,149800.00,09.2023,24000,626,Automatikgetriebe
BMW,X1 xDrive 18d Steptronic,14900.00,04.2017,139000,150,Automatikgetriebe
BMW,X1 xDrive 23d,9900.00,12.2011,178700,204,Automatikgetriebe
BMW,218d Active Tourer DKG,46500.00,Neues Fahrzeug,10,150,Automatikgetriebe
BMW,X5 xDrive 45e M Sport,58900.00,04.2021,45200,286,Automatikgetriebe
BMW,iX xDrive40,48460.00,11.2021,54500,327,Automatikgetriebe
BMW,M5 Drivelogic,38500.00,12.2014,163000,560,Automatikgetriebe
BMW,640i Cabrio,37000.00,04.2013,60000,320,Automatikgetriebe
BMW,M8 xDrive M Competition Steptronic,199900.00,Neues Fahrzeug,350,626,Automatikgetriebe
BMW,218d xDrive Gran Tourer Swiss Adv. Sport Stept.,27500.00,01.2019,115000,150,Automatikgetriebe
BMW,530xd Touring Steptronic,26500.00,07.2010,260000,231,Automatikgetriebe
BMW,E21,18400.00,04.1981,132000,90,Schaltgetriebe
BMW,X5 xDrive 30d xLine Steptronic,71000.00,12.2019,55000,265,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,,04.2020,64382,400,Automatikgetriebe
BMW,225i xDrive Active Tourer M Sport Steptronic,21900.00,11.2017,45700,231,Automatikgetriebe
BMW,520d xDrive Touring Sport Line Steptronic - EXPORT,12200.00,02.2019,55000,190,Automatikgetriebe
BMW,220i xDrive Gran Coupé Pure M Sport Steptronic,36900.00,07.2023,17600,178,Automatikgetriebe
BMW,320d xDrive 48V Steptronic M Sport,49900.00,08.2024,30500,190,Automatikgetriebe
BMW,X2 sDrive 18i M Sport,25900.00,10.2020,63500,140,Schaltgetriebe
BMW,X1 xDrive 25e Sport Line Steptronic,28900.00,07.2021,75100,220,Automatikgetriebe
BMW,iX3,34900.00,07.2021,44300,286,Automatikgetriebe
BMW,X6 xDrive 30d Steptronic,7900.00,09.2009,237000,235,Automatikgetriebe
BMW,M2 Competition Drivelogic,59900.00,06.2020,14000,410,Automatikgetriebe
BMW,X5 xDrive 30d Steptronic M Sport Attelage,25800.00,04.2014,144500,258,Automatikgetriebe
BMW,M235i Gran Coupé xDrive,41500.00,07.2024,25400,306,Automatikgetriebe
BMW,440i Gran Coupé xDrive Limited Edition Steptronic,39890.00,05.2019,99000,326,Automatikgetriebe
BMW,Individual LED Adaptive Night Vision,19400.00,09.2015,228500,258,Automatikgetriebe
BMW,Z4 M40i Steptronic,,04.2021,37000,340,Automatikgetriebe
BMW,Z4 GT3,429900.00,03.2015,6200,515,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,54900.00,09.2019,98000,400,Automatikgetriebe
BMW,Z3 Coupé,13500.00,06.1999,260000,193,Schaltgetriebe
BMW,525d xDrive Touring Steptronic,,09.2013,164000,218,Automatikgetriebe
BMW,Z4 sDrive35i DKG,35000.00,09.2009,83000,306,Automatikgetriebe
BMW,M5 xDrive Competition Drivelogic,59000.00,05.2019,129000,626,Automatikgetriebe
BMW,125i Cabrio,10500.00,06.2008,142000,218,Schaltgetriebe
BMW,M235i Steptronic,24900.00,06.2014,83000,326,Automatikgetriebe
BMW,M3 CS Drivelogic,79900.00,06.2018,89500,540,Automatikgetriebe
BMW,420i Gran Coupé M Sport Steptronic,41900.00,07.2024,10250,184,Automatikgetriebe
BMW,X5 xDrive 40i M Sport Steptronic,57800.00,04.2019,56900,340,Automatikgetriebe
BMW,X3 xDrive 48V 20d M Sport,57900.00,07.2024,14600,190,Automatikgetriebe
BMW,35d xDrive SAG,35500.00,12.2015,102450,313,Automatikgetriebe
BMW,X2 xDrive 25e M Sport,28500.00,11.2020,45900,125,Automatikgetriebe
BMW,X4M Competition,67900.00,11.2021,49000,510,Automatikgetriebe
BMW,X1 xDrive 25d M Sport Steptronic,15900.00,05.2016,144000,231,Automatikgetriebe
BMW,330d xDr. 48V Tour.M Spor,38900.00,03.2022,54900,285,Automatikgetriebe
BMW,i5 M60 Tour. M Sport Pro,113900.00,Neues Fahrzeug,1,601,Automatikgetriebe
BMW,M6 V10 Dinan S2,63000.00,07.2010,115000,550,Schaltgetriebe
BMW,328Ci Coupé,10900.00,04.2000,171300,193,Automatikgetriebe
BMW,M4 Coupé DKG,,07.2014,150000,431,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,44900.00,10.2019,118500,510,Automatikgetriebe
BMW,325i A Cabrio,27000.00,08.1989,160000,170,Automatikgetriebe
BMW,218d xDrive Gran Tourer Steptronic Essential Edition,28000.00,04.2022,39000,150,Automatikgetriebe
BMW,850i A,25999.00,06.1990,206000,300,Automatikgetriebe
BMW,325i Cabrio,,04.1988,171000,170,Schaltgetriebe
BMW,M850i xDrive Steptronic (Leasing oder Eintausch möglich),54900.00,04.2019,73000,530,Automatikgetriebe
BMW,530d Touring xDrive Steptronic,16000.00,09.2014,95000,258,Automatikgetriebe
BMW,225e xDr. Act. T. M Sport,58500.00,Neues Fahrzeug,1,136,Automatikgetriebe
BMW,435d Gran Coupé xDrive Luxury Line Steptronic,24900.00,12.2016,124000,313,Automatikgetriebe
BMW,X2 xDrive 20d 48V M Sport Pro,71500.00,Neues Fahrzeug,10,150,Automatikgetriebe
BMW,223d Active Tourer xDrive M Sport DKG,67900.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,M5 xDrive,158500.00,Neues Fahrzeug,10,727,Automatikgetriebe
BMW,X4 xDrive 30d M Sport Steptronic,40500.00,07.2019,99500,265,Automatikgetriebe
BMW,X1 xDrive 30e M Sport,45900.00,07.2023,49900,326,Automatikgetriebe
BMW,220i Active Tourer Luxury Line DKG,47900.00,Neues Fahrzeug,10,170,Automatikgetriebe
BMW,iX1 eDrive 20,47500.00,05.2025,5000,204,Automatikgetriebe
BMW,M235 xDrive Gran Coupé M Sport Pro,73900.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,X5 xDrive 30d Steptronic,28000.00,03.2016,103600,258,Automatikgetriebe
BMW,M4 Coupé DKG,53900.00,06.2015,71000,431,Automatikgetriebe
BMW,325i Cabriolet,7000.00,12.2008,120000,218,Schaltgetriebe
BMW,M440i xDrive 48V Cabriolet Steptronic,,11.2021,34600,374,Automatikgetriebe
BMW,X5 xDrive 50i Steptronic,29900.00,07.2012,234500,408,Automatikgetriebe
BMW,M2 Competition Drivelogic,63900.00,09.2018,33000,410,Automatikgetriebe
BMW,135i Coupé,38000.00,08.2009,101000,306,Schaltgetriebe
BMW,X1 xDrive 25d Steptronic,19800.00,12.2012,70000,218,Automatikgetriebe
BMW,750i xDrive Steptronic,34000.00,07.2016,125000,450,Automatikgetriebe
BMW,118i Cabrio,,12.2011,130000,143,Schaltgetriebe
BMW,iX1 eDrive 20 M Sport,54200.00,05.2025,5000,204,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport,60500.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,X1 sDrive 20i 48V,50900.00,Neues Fahrzeug,10,156,Automatikgetriebe
BMW,218i Active Tourer DKG,43500.00,Neues Fahrzeug,10,136,Automatikgetriebe
BMW,M4 Coupé Competition M xDrive,132900.00,Neues Fahrzeug,10,530,Automatikgetriebe
BMW,X3 xDrive 48V 20d,67500.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,Z4 M40i Steptronic,79600.00,Neues Fahrzeug,10,340,Automatikgetriebe
BMW,840d xDrive 48V M Sport Pro Steptronic,123900.00,05.2025,100,340,Automatikgetriebe
BMW,220i Active Tourer M Sport DKG,48500.00,Neues Fahrzeug,10,156,Automatikgetriebe
BMW,123 xDrive M Sport Steptronic,48700.00,Neues Fahrzeug,10,204,Automatikgetriebe
BMW,125i Edition M Sport Steptronic,21500.00,03.2019,80500,224,Automatikgetriebe
BMW,X5 xDrive45e M Sport Steptronic,67000.00,06.2022,18500,286,Automatikgetriebe
BMW,M240i xDrive Steptronic,22400.00,09.2016,151100,340,Automatikgetriebe
BMW,3.0si Roadster,23500.00,03.2006,74000,261,Schaltgetriebe
BMW,X1 xDrive 18d Swiss Advantage Sport Steptronic,22900.00,11.2018,72000,150,Automatikgetriebe
BMW,M3 CSL Coupé,165000.00,03.2004,39900,360,Automatikgetriebe
BMW,X3 xDrive M40i Steptronic,40000.00,12.2018,80000,360,Automatikgetriebe
BMW,X1 xDrive 20d xLine Steptronic,25000.00,12.2017,90000,190,Automatikgetriebe
BMW,M3 Coupé,39946.00,10.2003,10000,343,Automatikgetriebe
BMW,Z4 sDrive23i Steptronic,22490.00,02.2012,38850,204,Automatikgetriebe
BMW,123 xDrive M Sport Steptronic,47900.00,Neues Fahrzeug,10,204,Automatikgetriebe
BMW,X4 xDrive 48V 20d M Sport Steptronic,71900.00,Neues Fahrzeug,10,190,Automatikgetriebe
BMW,223i Active Tourer DKG,50500.00,Neues Fahrzeug,10,204,Automatikgetriebe
BMW,X7 xDrive 48V 40d M Sport Steptronic,126600.00,Neues Fahrzeug,10,340,Automatikgetriebe
BMW,X3 xDrive 48V 20d,67500.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,X3 xDrive 48V 20d,66400.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,X3 xDrive 48V 20d M Sport,70700.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,120d xDrive Steptronic M Sport,37900.00,05.2024,27500,190,Automatikgetriebe
BMW,X3 xDrive 48V 20d,66400.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,520d xDrive 48V Touring M Sport Steptronic,67490.00,07.2024,19500,197,Automatikgetriebe
BMW,435i Cabriolet Steptronic,17500.00,03.2014,203000,306,Automatikgetriebe
BMW,225i xDrive Active Tourer Luxury Line Steptronic,13250.00,12.2014,162000,231,Automatikgetriebe
BMW,E30,112500.00,05.1989,54500,195,Schaltgetriebe
BMW,440i Cabriolet xDrive Colour Edition Steptronic,39990.00,02.2019,105000,326,Automatikgetriebe
BMW,328,27500.00,03.1998,21410,,Schaltgetriebe
BMW,440i Gran Coupé xDrive Luxury Line Steptronic,27900.00,02.2017,83000,390,Automatikgetriebe
BMW,X2 xDrive 20d Steptronic,28800.00,11.2019,82000,190,Automatikgetriebe
BMW,435d Gran Coupé xDrive M Sport Steptronic,32900.00,09.2018,69800,313,Automatikgetriebe
BMW,i3 (120Ah) Fleet Edition,19990.00,11.2020,25000,170,Automatikgetriebe
BMW,X5 xDrive 40e iPerformance Pure M Sport Steptronic,37950.00,03.2018,58800,313,Automatikgetriebe
BMW,120d xDrive Pure M Sport,,06.2024,27900,190,Automatikgetriebe
BMW,520d xDrive TouringSport,23900.00,12.2017,107400,190,Automatikgetriebe
BMW,318d M Sport *FACELIFT*,39890.00,04.2024,19800,160,Automatikgetriebe
BMW,M2,39900.00,03.2018,97000,370,Automatikgetriebe
BMW,M340d xDrive 48V,48900.00,04.2021,54400,340,Automatikgetriebe
BMW,iX xDrive60 M Sport Pro,131500.00,Neues Fahrzeug,2000,544,Automatikgetriebe
BMW,iX2 xDrive 30 M Sport Pro,67700.00,03.2025,3000,313,Automatikgetriebe
BMW,218d xDrive Gran Tourer Steptronic,9990.00,12.2019,187000,150,Automatikgetriebe
BMW,M340d xDRIVE 48V STEPTRONIC M SPORT PRO*ALL BLACK*EL. GLASSCHIEBEDACH*5 JAHRE/200000 KM HERSTELLERGARANTIE*,62900.00,05.2024,5800,340,Automatikgetriebe
BMW,440i Cabriolet xDrive Sport Line Steptronic,,06.2016,110000,326,Automatikgetriebe
BMW,325i,7700.00,05.2005,112000,218,Automatikgetriebe
